id,course_code,course_title
1070,FRENCH 2E03,Survey of Quebec Literature and Culture
1071,FRENCH 2F03,Survey of French and Francophone Literature
1072,FRENCH 2G03,Elementary Translation from English to French
1073,FRENCH 2I03,Professional French I
1074,FRENCH 2L03,Introduction to Literary Analysis
1075,FRENCH 2M06 ,Introduction to French Studies: Intermediate
1076,FRENCH 2Z06 ,Intensive French II: Elementary
1077,FRENCH 3AA3,The Modern French-Canadian Novel
1078,FRENCH 3AC3,Francophone Writers
1079,FRENCH 3C03,French Language Practice III: Advanced
1080,FRENCH 3CC3,Intermediate Translation from English to French
1081,FRENCH 3EE3,Recent French Literature
1082,FRENCH 3FF3,Francophone Cinemas
1083,FRENCH 3GG3,Elementary Translation from French to English
1084,FRENCH 3HH3,Francophone Voices in Canada
1085,FRENCH 3II3,Professional French II
1086,FRENCH 3KK3,"Revolutionary Literature Before the Revolution: Voltaire, Rousseau and Beaumarchais"
1087,FRENCH 3P03,History and Philosophy of Education
1088,FRENCH 3Q03,Seventeenth-Century French Literature
1089,FRENCH 3W03,Twentieth-Century French Literature
1090,FRENCH 4A03,French Language Practice IV: Advanced
1091,FRENCH 4CC3,Theoretical Reflections on Interdisciplinarity
1092,FRENCH 4DD3,Animals in French and Francophone Literatures
1093,FRENCH 4I03,French Poetry from the Renaissance to the Present
1094,FRENCH 4LL3,Topics in Francophone Literatures
1095,FRENCH 4MM3,"Sex, Violence and Elegance: The 18th-Century Novel"
1096,FRENCH 4P06 ,French as a Second Language: From Theory to Practice
1097,FRENCH 4T03,Independent Study
1098,FRENCH 4U03,Topics in Literature and Culture of Quebec and Francophone Canada
1099,FRENCH 4Y03,Topics in 20th-Century French Literature
1100,SOCWORK 2BB3,Anti-Oppressive Social Work
1101,SOCWORK 3D06 ,General Social Work I
1102,SOCWORK 3E03,Individual Practice Across the Lifespan
1103,SOCWORK 3S03,"Social Work, Disability and Dis/Ableism"
1104,SOCWORK 3T03,Poverty and Homelessness
1105,SOCWORK 4D06 ,General Social Work II
1106,SOCWORK 4DD6 ,Field Practicum II
1107,SOCWORK 4R03,Feminist Approaches to Social Work and Social Justice
1108,SOCWORK 4SA3,Critical Child Welfare: From Theory to Practice
1109,GENDRST 1A03,"Gender, Race, Culture, Power"
1110,GENDRST 1AA3,"Gender, Feminism and Social Justice"
1111,GENDRST 2AA3,Feminist Thought
1112,GENDRST 2BB3,Images of the Divine Feminine
1113,GENDRST 3BB3,Gender and Visual Culture
1114,GENDRST 3BW3,Gender in Ancient Eastern Mediterranean
1115,GENDRST 3FF3,Gender and Religion
1116,GENDRST 3RR3,"‘Cripping’ Performance: Deaf, Mad and Disabled Performance in Canada"
1117,GENTECH 1BZ3,Foundations of Business
1118,GENTECH 1PC3,Professional Communications
1119,GENTECH 2EE3,Engineering Economics
1120,GENTECH 2HR3,Human Resource Fundamentals
1121,GENTECH 2MP3,Management Principles
1122,GENTECH 3DM3,"Creativity, Innovation and Technology"
1123,GENTECH 3EE3,Engineering Economics
1124,GENTECH 3FF3,Financial Systems
1125,GENTECH 3FS3,Financial Systems
1126,GENTECH 3LS3,Quality Control and Assurance Methods
1127,GENTECH 3MB3,Fundamentals of Marketing
1128,GENTECH 3MP3,Management Principles
1129,GENTECH 3MT3,Project Management
1130,GENTECH 4EM3,Legal and Regulatory Issues
1131,GENTECH 4EN3,Entrepreneurial Thinking and Innovation
1132,GENTECH 4EP3,Entrepreneurial Thinking and Innovation
1133,GENTECH 4FT3,Strategic Management
1134,GENTECH 4LM3,Lean Thinking and Practices
1135,GENTECH 4MK3,Fundamentals of Marketing
1136,GENTECH 4OM3,Operations Management
1137,GENTECH 4PM3,Project Management
1138,GENTECH 4SE3,Technology Ethics and Sustainability
1139,GENTECH 4SF3,Strategic Management
1140,GENTECH 4ST3,Contemporary Issues in Management
1141,GENTECH 4TC3,Technical Communications
1142,GENTECH 4TE3,Technology Ethics and Sustainability
1143,GERMAN 1B03,Intermediate German I
1144,GERMAN 1BB3,Intermediate German II
1145,GERMAN 1Z06 ,Beginner’s Intensive German
1146,GERMAN 2CC3,Germany Through the Ages: Culture and Society (Taught in English)
1147,GERMAN 2FT3,The Fairy Tale (Taught in English)
1148,GERMAN 2GA3,Berlin/Vienna: The Cultural Life of these Cities (Taught in English)
1149,GERMAN 2KK3,Postmodern Alienation and Anxieties - Kafka for the Twenty-First Century (Taught in English)
1150,GERMAN 2N03,The Holocaust in Film and Fiction (Taught in English)
1151,GERMAN 2P03,Modern Germany Through Film: Golden 20s - Avant Garde - Transnational Cinema (Taught in English)
1152,GERMAN 2Q03,"Horror Film: Vampires, Monsters, and Mad Scientists (Taught in English)"
1153,GERMAN 2Z03,Intermediate German I
1154,GERMAN 2ZZ3,Intermediate German II
1155,GERMAN 3H03,The New Europe: A New Germany (Taught in English)
1156,GERMAN 4II3 ,Independent Study
1157,PEACJUST 1A03,"Peace, Justice, Human Rights"
1158,PEACJUST 1VM3,Pass the Mic: Conversations on Justice
1159,PEACJUST 2A03,Conflict Transformation: Theory and Practice
1160,PEACJUST 2C03,"Peace, Justice, and Popular Culture"
1161,PEACJUST 2CS3,Decolonization and Activism: Creating Social Change
1162,PEACJUST 2G03,"Beyond Borders: Race, Gender & Coloniality in Migration"
1163,PEACJUST 2GW3,A History of Global War
1164,PEACJUST 2LS3,Language and Society
1165,PEACJUST 2XX3,Social & Structural Determinants of Health
1166,PEACJUST 3B03,Peace-Building and Health Initiatives
1167,PEACJUST 3C03,Researching Global Peace and Social Justice
1168,PEACJUST 3CY3,"Children, Youth & Media"
1169,PEACJUST 3D03,Globalization and Peace
1170,PEACJUST 3GG3,Theories of Decolonization and Resistance
1171,PEACJUST 3P03,Practicum: Practical Peace Building
1172,PEACJUST 3RR3,"Race, Religion and Media"
1173,PEACJUST 3V03,Global Anglophone Literature and Film
1174,PEACJUST 3W03,Contemporary Native Literature in Canada
1175,PEACJUST 3X03,Contemporary Native Literature in the United States
1176,PEACJUST 3XX3,Human Rights in History
1177,PEACJUST 3Y03,Special Topics in Peace and Justice
1178,PEACJUST 4B03,Independent Research
1179,PEACJUST 4FC3,Community Engaged Experiential Learning
1180,PEACJUST 4G03,Peace Through Health: Praxis
1181,PEACJUST 4GG3,Nation and Genocide in the Modern World
1182,PEACJUST 4L03,"Peace, Environment and Health"
1183,PEACJUST 4RR3,Truth and Reconciliation After Atrocity
1184,PEACJUST 4ST3,Special Topics Seminar
1185,GLOBALZN 1A03,Global Citizenship
1186,GLOBALZN 3A03,"Globalization, Social Justice, and Human Rights"
1187,GREEK 1Z03,Beginner’s Intensive Ancient Greek I
1188,GREEK 1ZZ3,Beginner’s Intensive Ancient Greek II
1189,GREEK 2A03,Intermediate Greek I
1190,GREEK 2AA3,Intermediate Greek II
1191,GREEK 3AA3,Greek Prose
1192,GREEK 3BB3,Topics in Greek Literature
1193,GREEK 3E03,Topics in Greek Poetry
1194,GREEK 4T03,Independent Study in Greek
1195,GKROMST 1A03,Introduction to Greek and Roman Archaeology
1196,GKROMST 1B03,An Introduction to Ancient Myth and Literature
1197,GKROMST 1M03,History of Greece and Rome
1198,GKROMST 2B03,Greek Art
1199,GKROMST 2BB3,Constructing the Ancient World
1200,GKROMST 2C03,Roman Art
1201,GKROMST 2CC3,Archaeology of the Roman Empire
1202,GKROMST 2D03,Greek and Roman Mythology
1203,GKROMST 2E03,The Ancient World in Film
1204,GKROMST 2HA3,"Athens and Sparta: Democracy, Oligarchy, and War"
1205,GKROMST 2HB3,From Alexander to Cleopatra: Cosmopolis and Empire
1206,GKROMST 2HC3,Caesar and the Rise of Autocracy
1207,GKROMST 2HD3,"Nero, Decadence, and the End of a Dynasty"
1208,GKROMST 2K03,The Society of Greece and Rome
1209,GKROMST 2LW3,Ancient Law
1210,GKROMST 2MT3,Ancient Roots of Medical Terminology
1211,GKROMST 2YY3,Greek Tragedy
1212,GKROMST 3EE3,The Greek Historians
1213,GKROMST 3ER3,Epics of Rome
1214,GKROMST 3HH3,Roman Slavery
1215,GKROMST 3M03,Greek Intellectual Revolution
1216,GKROMST 3MT3,Advanced Ancient Roots of Medical Terminology
1217,GKROMST 3N03,Connectivity in the Ancient Mediterranean
1218,GKROMST 3Q03,Greek Sanctuaries
1219,GKROMST 3S03,"Pompeii, Herculaneum, and Ostia"
1220,GKROMST 3X03,Roman Religion
1221,GKROMST 3YY3,Ovid
1222,GKROMST 4E03,Seminar in Ancient Culture
1223,GKROMST 4F03,Seminar in Ancient History
1224,GKROMST 4FP3,Field Practicum in Greek and Roman Archaeology
1225,GKROMST 4H03,Death and Commemoration in the Roman World
1226,GKROMST 4L03,Athenian Democracy
1227,GKROMST 4MR3,The Myth and Reality of Troy
1228,GKROMST 4T03 ,Independent Study
1229,GKROMST 4U03,The Severe Style in Greek Art
1230,HLTHAGE 1AA3,Introduction to Health and Society
1231,HLTHAGE 1BB3,Introduction to Aging and Society
1232,HLTHAGE 1CC3,Introduction to Mental Health and Illness
1233,HLTHAGE 1ZZ3,Inquiry: Introduction to Health and Society
1234,HLTHAGE 2A03,Research Methods in Health and in Aging I
1235,HLTHAGE 2AN3,Food and Nutrition in Society
1236,HLTHAGE 2B03,"Social Identity, Health and Illness"
1237,HLTHAGE 2BB3,"Perspectives in Health, Aging and Society"
1238,HLTHAGE 2C03,Health Economics and its Application to Health Policy
1239,HLTHAGE 2D03,Continuum of Care
1240,HLTHAGE 2F03,Aging and Health Care Systems
1241,HLTHAGE 2GG3,Mental Health and Society
1242,HLTHAGE 2HI3,Health & Place
1243,HLTHAGE 2J03,Selected Topics in Aging and Society
1244,HLTHAGE 2K03,Selected Topics in Health and Society
1245,HLTHAGE 2L03,"Drugs, Sex and Alcohol: Society and its Addictions"
1246,HLTHAGE 2M03,Aging in Modern (and Post-Modern) Families
1247,HLTHAGE 2N03,Treatment Within the World of Mental Illness: Desperation and Debate
1248,HLTHAGE 2P03,Sex and Wellbeing
1249,HLTHAGE 3AA3,"State, Civil Society and Health"
1250,HLTHAGE 3AB3,"Kindred Species: Animals, Health and Society"
1251,HLTHAGE 3B03,Advanced Research Methods
1252,HLTHAGE 3BB3,Field Experience
1253,HLTHAGE 3D03,"Perspectives on Disability, Chronic Illness and Aging"
1254,HLTHAGE 3DD3,Work: Dangerous to your Health?
1255,HLTHAGE 3E03,Ethical Issues in Health and Aging
1256,HLTHAGE 3EE3,The Practice of Everyday Life: Observations and Inquiry
1257,HLTHAGE 3G03,Community Based Research
1258,HLTHAGE 3HP3,"Population, Health and Aging"
1259,HLTHAGE 3I03,"Independent Study in Health, Aging and Society"
1260,HLTHAGE 3K03,Social Determinants of Population Health in Canada
1261,HLTHAGE 3L03,Embodied Aging
1262,HLTHAGE 3M03,Approaches to Mental Health and Resilience
1263,HLTHAGE 3N03,Aging and Mental Health
1264,HLTHAGE 3Q03,Selected Topics in Health and Aging
1265,HLTHAGE 3R03,Health Inequalities
1266,HLTHAGE 3T03,Health and Incarceration
1267,HLTHAGE 3YY3,Indigenous Community Health and Wellbeing
1268,HLTHAGE 4AB3,Living Well with Dementia: Social and Physical Environments
1269,HLTHAGE 4B03,Death and Dying in Later Life
1270,HLTHAGE 4BB3,Aging and Technology
1271,HLTHAGE 4BC3,Civic Engagement and Applied Research
1272,HLTHAGE 4C03,Representations of Health and Illness Across the Lifecourse
1273,HLTHAGE 4CH3,Global Health Crises
1274,HLTHAGE 4D03,"Health, Culture and Diversity"
1275,HLTHAGE 4F03,Selected Issues in Health and Society
1276,HLTHAGE 4G03,Global Health
1277,HLTHAGE 4H03,History and Culture of Aging
1278,HLTHAGE 4I03,Aging and Health
1279,HLTHAGE 4J03,Narratives of Illness
1280,HLTHAGE 4L03,Social Policy and Aging
1281,HLTHAGE 4M03,Environment and Health
1282,HLTHAGE 4N03,Aging and Wellbeing
1283,HLTHAGE 4O03,Soundscapes of Wellbeing in Popular Music
1284,HLTHAGE 4P03,Leisure and Recreation in Later Life
1285,HLTHAGE 4Q03,Representations of Mental Illness
1286,HLTHAGE 4R03,Beyond the Social: Determinants of Indigenous Peoples Health
1287,HLTHAGE 4S03,Health and the Unfairly Structured City
1288,HLTHAGE 4T03,"Gender, Sex and Health"
1289,HLTHAGE 4U03,Professions and Occupations in Health and Aging
1290,HLTHAGE 4W03,Selected Issues in Aging and Society
1291,HLTHAGE 4Z06 ,"Health, Aging and Society Thesis"
1292,HTHSCI 1A00,Competencies in Animal Care and Research: Orientation
1293,HTHSCI 1B00,Competencies in Animal Care and Research: Methodologies
1294,HTHSCI 1C00,Competencies in Animal Care and Research: Completion of Ethical Research
1295,HTHSCI 1C03,Social Justice and Healthcare I
1296,HTHSCI 1CC3,Social Justice and Healthcare II
1297,HTHSCI 1D06 ,Anatomy and Physiology
1298,HTHSCI 1DT3,Discover Immunology Today
1299,HTHSCI 1E06 ,Inquiry I: Introduction
1300,HTHSCI 1G02,Interdisciplinary Questions in Health
1301,HTHSCI 1I06 ,Cellular and Molecular Biology
1302,HTHSCI 1J03,Life Sciences for Clinical Practice
1303,HTHSCI 1M03,Foundations of Data Science
1304,HTHSCI 1ML3,Introduction to Medical Laboratory Sciences
1305,HTHSCI 1X01 ,Praxis Pathways 1
1306,HTHSCI 2AE3,Artistic Explorations of Community Issues
1307,HTHSCI 2CH3 ,CHS Learning Modules
1308,HTHSCI 2CH6 ,CHS Inquiry Fundamentals
1309,HTHSCI 2D06 ,Inquiry II: Introduction and Biochemistry
1310,HTHSCI 2DS3,Global Health and the Complexities of Disease
1311,HTHSCI 2E03,Inquiry II: Biochemistry
1312,HTHSCI 2F03,Human Physiology and Anatomy I
1313,HTHSCI 2FA3,Foundations for Inquiry in Anatomy & Physiology
1314,HTHSCI 2FB3,Inquiry in Anatomy & Physiology
1315,HTHSCI 2FF3,Human Physiology and Anatomy II
1316,HTHSCI 2G03,Statistics & Epidemiology 1
1317,HTHSCI 2GG3,Statistics & Epidemiology 2
1318,HTHSCI 2K03,Inquiry II: Cell Biology
1319,HTHSCI 2L03,Anatomy and Physiology I: Communication
1320,HTHSCI 2LL3,Anatomy and Physiology II: Homeostasis
1321,HTHSCI 2M03,Reproductive Physiology
1322,HTHSCI 2S03,Introduction to Statistics for Nursing
1323,HTHSCI 2T03,"Sex, Gender, & Health"
1324,HTHSCI 2X03 ,Praxis Pathways 2
1325,HTHSCI 3AH3,Indigenous Health
1326,HTHSCI 3BA3,Symptomatology
1327,HTHSCI 3CC3,Theatre for Development
1328,HTHSCI 3CH3,CHS Inquiry Intermediate
1329,HTHSCI 3CH6 ,CHS Research Practicum
1330,HTHSCI 3CH9 ,CHS Inquiry Intermediate
1331,HTHSCI 3CV3 ,Child Visual Development and Community Engagement
1332,HTHSCI 3DD6 ,Engaging the City: An Introduction to Community-Based Research in Hamilton
1333,HTHSCI 3DH3,Discourses of Health & Illness
1334,HTHSCI 3DM3,Demystifying Medicine
1335,HTHSCI 3DR3,Demystifying Research
1336,HTHSCI 3E03,Inquiry III: Advanced Inquiry in Health Sciences
1337,HTHSCI 3EA3,Introduction to Expressive Arts Therapy
1338,HTHSCI 3EE3,Biomedical Graphics
1339,HTHSCI 3EP3,Epigenetics: Linking Nature and Nuture
1340,HTHSCI 3F03,Inquiry: Anatomy & Physiology
1341,HTHSCI 3FC3,Science of Fictional Characters
1342,HTHSCI 3G03,Critical Appraisal of the Health Literature
1343,HTHSCI 3GG3,Health Systems and Health Policy
1344,HTHSCI 3H03 ,Inquiry Project
1345,HTHSCI 3H06 ,Inquiry Project
1346,HTHSCI 3HH3,Deceptions in Decision Making
1347,HTHSCI 3HL3,Health Law: Current and Emerging Issues
1348,HTHSCI 3HR3,Research Skills
1349,HTHSCI 3I03,Introductory Immunology
1350,HTHSCI 3JJ3,The Science of Feeling Good
1351,HTHSCI 3K03,Principles of Virology
1352,HTHSCI 3L03,Introduction to Bioethics
1353,HTHSCI 3LT3,Practical Applications in Clinical Laboratory Testing
1354,HTHSCI 3MB3,Introduction to Bacteriology in Health Sciences
1355,HTHSCI 3MH3,Critical Examination of Mental Health
1356,HTHSCI 3MR6 ,Practicum in Medical Research.
1357,HTHSCI 3MU3,"Music, Health, & the Community"
1358,HTHSCI 3N03,Creative Writing in the Health Sciences
1359,HTHSCI 3NN3,Inquiry in Perinatal & Reproductive Health
1360,HTHSCI 3PA2 ,Integrated Pathophysiology for Nursing
1361,HTHSCI 3PH3,The Politics of Help
1362,HTHSCI 3PP3,Health Ventures
1363,HTHSCI 3QA3,Qualitative Research Methods in Health
1364,HTHSCI 3RH3,Racism and Health
1365,HTHSCI 3RS3,Exploring the Foundations of Rehabilitation Sciences
1366,HTHSCI 3S03,Communication Skills
1367,HTHSCI 3SB3,Superbugs: Bacterial Antibiotic Resistance
1368,HTHSCI 3SS3,Surviving Survivor: Insights from Reality TV for Real Life
1369,HTHSCI 3T03,"Inquiry into Work, Self and Purpose"
1370,HTHSCI 3U03,Medical Genetics
1371,HTHSCI 3V03,Research and Experimental Design
1372,HTHSCI 3WT3,What Trauma Teaches: Lessons from Listening
1373,HTHSCI 3X00 ,Praxis Pathways 3
1374,HTHSCI 3X03,"Pain: Perceptions, Mechanisms and Intervention"
1375,HTHSCI 4A09 ,Thesis
1376,HTHSCI 4A12 ,Thesis
1377,HTHSCI 4A15 ,Thesis
1378,HTHSCI 4AA3,Group Dynamics and Processes
1379,HTHSCI 4AC3,Advanced Communication Skills
1380,HTHSCI 4AL3,Model Systems
1381,HTHSCI 4B06 ,Senior Projects
1382,HTHSCI 4BB3,Neuroimmunology
1383,HTHSCI 4BL3,Peer Tutoring in Design Thinking
1384,HTHSCI 4BR6 ,Research Skills and Application
1385,HTHSCI 4C06 ,Senior Project in Child Health
1386,HTHSCI 4C09 ,Thesis in Child Health
1387,HTHSCI 4C12 ,Thesis in Child Health
1388,HTHSCI 4C15 ,Thesis in Child Health
1389,HTHSCI 4CH3 ,CHS Education Practicum
1390,HTHSCI 4CH6 ,CHS Inquiry Advanced
1391,HTHSCI 4CU3,Cultural Competency in Health Sciences
1392,HTHSCI 4D03,Special Topics in Health Sciences
1393,HTHSCI 4D06 ,Senior Project in Engaging the City
1394,HTHSCI 4D09 ,Thesis in Engaging the City
1395,HTHSCI 4D12 ,Thesis in Engaging the City
1396,HTHSCI 4D15 ,Thesis in Engaging the City
1397,HTHSCI 4DE3 ,Senior Project in Engaging the City
1398,HTHSCI 4DN3,Dance in Health and Wellness
1399,HTHSCI 4EE3 ,Education Practicum in Health Sciences - Inquiry
1400,HTHSCI 4G03,Pathoanatomy
1401,HTHSCI 4G06 ,Senior Project in Global Health
1402,HTHSCI 4G09 ,Thesis in Global Health
1403,HTHSCI 4G12 ,Thesis in Global Health
1404,HTHSCI 4G15 ,Thesis in Global Health
1405,HTHSCI 4IC3,Integration of Children’s Physical and Mental Health
1406,HTHSCI 4ID3,Innovation By Design I
1407,HTHSCI 4IH3,Indigenous Health Research
1408,HTHSCI 4II3,Advanced Concepts in Immunology
1409,HTHSCI 4J03,Immunological Principles In Practice
1410,HTHSCI 4JJ3,Capacity Research in Everyday Life
1411,HTHSCI 4K03,Human Pathophysiology
1412,HTHSCI 4KT3,Demystifying Science - Advanced Knowledge Translation and Science Communication
1413,HTHSCI 4LA3,Innovation By Design II
1414,HTHSCI 4LD3,"Global Health Governance, Law and Politics"
1415,HTHSCI 4LL3,Integrated Health Systems
1416,HTHSCI 4M03,Advanced Concepts in Health Psychology
1417,HTHSCI 4MS3,The Social Lives of Molecules
1418,HTHSCI 4NC3,Navigating Complexity in Health
1419,HTHSCI 4NN3,Creative Writing in Health Sciences II
1420,HTHSCI 4NR3,Nursing Research
1421,HTHSCI 4NU3,Nutrition
1422,HTHSCI 4O03,Principles of Virus Pathogenesis
1423,HTHSCI 4PA3,Global Health Innovation
1424,HTHSCI 4PF3,Peer Tutoring in Anatomy & Physiology
1425,HTHSCI 4QQ3 ,Communication Skills Practicum
1426,HTHSCI 4SC3,Social Determinants of Child Health
1427,HTHSCI 4SR3,Global Sexual and Reproductive Health and Rights
1428,HTHSCI 4SS6 ,Group Process Practicum
1429,HTHSCI 4TE3,The Teaching Hospital
1430,HTHSCI 4TT3 ,Health and Research Ethics Practicum
1431,HTHSCI 4W03,Special Topics in Health Sciences II
1432,HTHSCI 4WW3 ,Education Practicum - Community Engagement
1433,HTHSCI 4XP3 ,Praxis Pathways 4
1434,HTHSCI 4XX3,Professional Transitions
1435,HTHSCI 4Y03,"Science, Culture and Identity"
1436,HTHSCI 4ZZ3,Global Health Advocacy
1437,HTHSCI 1CC6,Integrated Biological Bases of Nursing Practice I
1438,HTHSCI 1H06 ,Human Anatomy and Physiology I
1439,HTHSCI 1LL3,Human Biochemistry I
1440,HTHSCI 1RR3,Introduction to the Social Determinants of Health
1441,HTHSCI 2C06,Integrated Biological Bases of Nursing Practice II
1442,HTHSCI 2H03,Introductory Pharmacology
1443,HTHSCI 2HH3,Introductory Microbiology
1444,HTHSCI 2LA2 ,Introduction to Integrated Pathophysiology for Nursing for Basic Stream
1445,HTHSCI 2PF3 ,Introduction to Integrated Pathophysiology for Accelerated Stream
1446,HTHSCI 3BB3,Human Biochemistry II: Nutrition and Metabolism
1447,HTHSCI 3BE4,Nursing Concepts in Continence Care
1448,HTHSCI 3BF3,Nursing Concepts in Continence Care Placement
1449,HTHSCI 3BG3,Advanced Nursing Concepts in Continence Care
1450,HTHSCI 3C04,Research Appraisal and Utilization in Evidence Informed Decision Making
1451,HTHSCI 3PF1,Integrated Pathophysiology for Accelerated Stream
1452,HTHSCI 4AR3,Nursing Research Project
1453,HTHSCI 4BR3,Independent Study
1454,HEBREW 2A03,Introduction to Biblical Hebrew I
1455,HEBREW 2B03,Introduction to Biblical Hebrew II
1456,HEBREW 3A03,Intermediate Hebrew I
1457,HEBREW 3B03,Intermediate Hebrew II
1458,HISTORY 1CC3,"Ten Empires that Shaped our World, 500 BCE to Present"
1459,HISTORY 1DD3,"The Making of the Modern World, 1750-1945"
1460,HISTORY 1EE3,The Historical Roots of Contemporary Issues
1461,HISTORY 1M03,History of Greece and Rome
1462,HISTORY 1MA3,The Powers of Modern East Asia: Constitutional Politics and Historical Changes
1463,HISTORY 1P03,A History of Magic
1464,HISTORY 1PP3,Pop Goes the Past!
1465,HISTORY 1Q03,History of Medicine
1466,HISTORY 2A03,Modern Middle Eastern Societies
1467,HISTORY 2AM3,Anatomy of a Moment
1468,HISTORY 2CC3,The Medieval World 400-1050
1469,HISTORY 2CH3,Introduction to Critical Heritage Studies
1470,HISTORY 2CS3,The History of Slavery in the Americas
1471,HISTORY 2DD3,The Medieval World 1050-1400
1472,HISTORY 2DF3,"From the Guillotine to the Eiffel Tower, France 1789-1889"
1473,HISTORY 2EN3,The Post-Slavery Caribbean
1474,HISTORY 2G03,Modern Latin America Since 1820
1475,HISTORY 2GR3,A History of Monsters
1476,HISTORY 2GW3,A History of Global War
1477,HISTORY 2H03,"Tudor and Stuart Britain, 1485-1714"
1478,HISTORY 2HH3,"Pirates, Pilgrims and the Enslaved in the Mediterranean, 1450-1750"
1479,HISTORY 2II3,Modern Germany
1480,HISTORY 2IS3,Historical Roots of Current Social and Political Crises in the United States
1481,HISTORY 2J03,Africa up to 1800
1482,HISTORY 2JJ3,Africa since 1800
1483,HISTORY 2KK3,History of Capitalism
1484,HISTORY 2MC3,Modern China
1485,HISTORY 2MI3,Modern Ireland
1486,HISTORY 2PP3,Making History
1487,HISTORY 2PQ3,Histories of the Written Word
1488,HISTORY 2Q03,Imperial Russia
1489,HISTORY 2QQ3,The Soviet Union
1490,HISTORY 2RR3,U.S. History Since the Civil War
1491,HISTORY 2SH3,Canadian Sport History
1492,HISTORY 2SS3,"Liberty, Empire and Industry: Britain, 1688-1867"
1493,HISTORY 2ST3,"Empire, War, Welfare State: Britain, 1867-2020"
1494,HISTORY 2T03,"Survey of Canadian History, Beginnings to 1885"
1495,HISTORY 2TC3,True Crime
1496,HISTORY 2TT3,"Survey of Canadian History, 1885 to the Present"
1497,HISTORY 2UV3,American Foreign Relations since 1898
1498,HISTORY 2V03,Re-Making History
1499,HISTORY 3AR3,"Atlantic Revolutions, 1750-1804"
1500,HISTORY 3CG3,"Canadians in a Global Age, 1914 to the Present"
1501,HISTORY 3CH3,Climate History
1502,HISTORY 3DD3,Jews and Jesus
1503,HISTORY 3DF3,Art and Politics in Second Empire France
1504,HISTORY 3DS3,"Diasporas, Trade and Conflict: The Sea in History, 1000 BCE to Present"
1505,HISTORY 3EC3,Chinese Intellectual Traditions
1506,HISTORY 3FF3,Nazi Germany
1507,HISTORY 3GN3,Moments in Twentieth Century History Through the Graphic Novel
1508,HISTORY 3H03,"Italian Renaissance, 1300-1600"
1509,HISTORY 3HQ3,History of Quebec
1510,HISTORY 3I03,"The International Relations of the European Powers, 1870-1945"
1511,HISTORY 3ID3,"Agents of Empire? Race, Diaspora and the Global Irish"
1512,HISTORY 3J03,The United States in the 1960s
1513,HISTORY 3JJ3,"Crime, Constables, and Courts: Modern Criminal Justice, 1700 to Present"
1514,HISTORY 3JR3,Justice and Reparations in the Post-slavery World
1515,HISTORY 3KK3,The Vietnam War
1516,HISTORY 3N03,"Poverty, Privilege and Protest in Canadian History"
1517,HISTORY 3RU3,Early Modern Russia
1518,HISTORY 3SR3,Histories of Indigenous Sport and Recreation
1519,HISTORY 3ST3,Street Life in Canada
1520,HISTORY 3TC3,"Science, Technology in World History"
1521,HISTORY 3TR3,Trees and their Histories
1522,HISTORY 3TU3,History of You
1523,HISTORY 3UA3,The History of the Future
1524,HISTORY 3WW3,Women in Canada and the U.S. from 1920
1525,HISTORY 3XX3,Human Rights in History
1526,HISTORY 3YB3,Youth Subcultures in Britain: From the Teds to the Acid Ravers
1527,HISTORY 3YY3,Britain and the First World War
1528,HISTORY 3ZZ3,Judaism in the Modern World
1529,HISTORY 4AW3,"North Atlantic Crossings, 1750-1940"
1530,HISTORY 4CM3,Modern Canadian History
1531,HISTORY 4DW3,Indigenous History in a Decolonizing World
1532,HISTORY 4E03,Medieval People
1533,HISTORY 4FF3,History of Health and Medicine in the Colonial World
1534,HISTORY 4FM3,Female Makers and their Histories
1535,HISTORY 4G03,Nation and Genocide in the Modern World
1536,HISTORY 4HH3,China’s Great Cultural Revolution
1537,HISTORY 4HP3,Heritage Placement
1538,HISTORY 4I03,Women and Social Movements in the 19th- and 20th- Century United States
1539,HISTORY 4JJ3,U.S. Foreign Relations
1540,HISTORY 4K03,Environment and Environmentalism in Modern North America
1541,HISTORY 4KK3,"Research on the British Atlantic, 1750-1850"
1542,HISTORY 4LP3,"The Cultural History of Paris, 1789-1914"
1543,HISTORY 4PP3,Divided Germany
1544,HISTORY 4QQ3,The Soviet Experience
1545,HISTORY 4QR3,Quantitative Research on Major Topics in History
1546,HISTORY 4RP3,Independent Research Project
1547,HISTORY 4RP6 ,Advanced Independent Research
1548,HISTORY 4RR3,Truth and Reconciliation After Atrocity
1549,HISTORY 4S03,The German Reformation
1550,HISTORY 4SS3,"Early Modern France, 1450-1789"
1551,HISTORY 4TT3,"Interwar Europe, 1918-1939"
1552,HUMBEHV 2A06 ,Introduction to Autism Spectrum Disorder (ASD)
1553,HUMBEHV 2AP3,Introduction to Applied Psychology
1554,HUMBEHV 2B06 ,Introduction to Applied Behaviour Analysis (ABA) I
1555,HUMBEHV 2C03,Specialized Instructional Strategies (SIS) I
1556,HUMBEHV 2FP6 ,Field Placement I
1557,HUMBEHV 2FS3 ,Field Placement I Seminar
1558,HUMBEHV 2L03,Philosophy and Curriculum Design
1559,HUMBEHV 2M03,Learning Environment I
1560,HUMBEHV 2TL3,Responsive Care for Infants and Toddlers
1561,HUMBEHV 2XP6 ,ECS Practicum I
1562,HUMBEHV 3AP3,Advanced Applied Psychology
1563,HUMBEHV 3CB3,Treating Challenging Behaviour I
